1564088689173185024,0.02740,0.05127,-0.00026,0.67605,-0.73451,-0.05705,0.01398,0.24416,0.16183,-0.03596,
1564088689219111936,-0.04806,0.05444,0.00454,0.67577,-0.73406,-0.06579,0.01292,0.02943,0.16844,-0.03212,
1564088689319031808,-0.04985,0.07981,0.00222,0.67654,-0.73335,-0.06111,0.02734,-0.01397,0.25115,-0.02179,
1564088689423074304,-0.04994,0.11492,0.00055,0.67586,-0.73256,-0.07314,0.03497,-0.06509,0.34229,0.00025,
1564088689522050304,-0.05060,0.15464,0.00143,0.67530,-0.73324,-0.06704,0.04288,-0.06701,0.45265,0.00095,
1564088689611497728,-0.05408,0.20272,0.00048,0.67457,-0.73391,-0.06615,0.04420,-0.08050,0.54926,-0.00352,
1564088689697548288,-0.06779,0.24956,0.00066,0.67398,-0.73482,-0.06412,0.04088,-0.11059,0.59299,0.02433,
1564088689825771776,-0.08425,0.32493,0.01004,0.67055,-0.73897,-0.05872,0.02886,-0.12142,0.61279,0.09166,
1564088689924630016,-0.09550,0.38771,0.01730,0.66800,-0.74274,-0.04250,0.01736,-0.10417,0.64424,0.05080,
1564088690024395776,-0.10690,0.45054,0.01790,0.66725,-0.74444,-0.02383,0.00482,-0.06277,0.62551,-0.00269,
1564088690119414016,-0.10872,0.51017,0.01909,0.66621,-0.74564,-0.01202,-0.00663,0.02537,0.63570,0.00931,
1564088690223431424,-0.10107,0.58435,0.01636,0.66599,-0.74565,0.01490,-0.01533,0.07012,0.68381,-0.03532,
1564088690268401664,-0.09703,0.62205,0.01313,0.66572,-0.74567,0.01765,-0.02178,0.09828,0.72523,-0.06072,
1564088690367479808,-0.08406,0.69936,0.00946,0.66722,-0.74349,0.03225,-0.03168,0.13298,0.79207,-0.03261,
1564088690470694912,-0.06915,0.78550,0.00711,0.66724,-0.74302,0.02163,-0.04735,0.15015,0.81865,0.00159,
1564088690563778048,-0.05078,0.85073,0.00951,0.66550,-0.74381,0.02599,-0.05634,0.13004,0.77572,0.05840,
1564088690671512320,-0.03717,0.93561,0.01551,0.66275,-0.74539,0.03003,-0.06526,0.13372,0.76707,0.02066,
1564088690764541440,-0.02643,1.00896,0.01535,0.66119,-0.74656,0.02956,-0.06782,0.08910,0.77340,-0.00811,
1564088690865235712,-0.01905,1.08796,0.01574,0.66187,-0.74609,0.03479,-0.06378,0.04406,0.80091,-0.00649,
1564088690984067328,-0.01903,1.18466,0.01078,0.66431,-0.74470,0.02916,-0.05714,-0.04912,0.83035,-0.08597,
1564088691091154688,-0.02746,1.27583,0.00030,0.66791,-0.74242,0.01519,-0.04977,-0.11420,0.88768,-0.09592,
1564088691134911744,-0.03809,1.30829,-0.00270,0.66898,-0.74176,0.01124,-0.04617,-0.15133,0.87637,-0.04825,
1564088691236344576,-0.06502,1.39045,0.00084,0.66650,-0.74451,-0.00318,-0.03840,-0.25691,0.88393,0.13966,
1564088691335843840,-0.09437,1.47324,0.01055,0.66223,-0.74884,-0.00095,-0.02612,-0.22536,0.89089,0.05601,
1564088691436680704,-0.11277,1.56495,0.01271,0.66052,-0.75070,-0.00257,-0.01224,-0.23907,0.82853,0.03450,
1564088691533835264,-0.12919,1.64888,0.01414,0.65948,-0.75171,-0.00191,0.00269,-0.14445,0.86868,-0.01720,
1564088691629026304,-0.14201,1.73712,0.00794,0.66046,-0.75061,0.00264,0.01922,-0.11175,0.92428,-0.09707,
1564088691727621888,-0.14779,1.83477,-0.00056,0.66191,-0.74873,0.00244,0.03551,-0.01996,1.01511,-0.06772,
1564088691821340672,-0.14673,1.93086,-0.00602,0.66176,-0.74818,-0.00179,0.04792,0.01875,1.06365,-0.01876,
1564088691929376256,-0.14089,2.03912,-0.00293,0.65908,-0.74999,-0.02100,0.05180,0.03310,1.04643,0.07567,
1564088692023691264,-0.13257,2.13627,0.00033,0.65663,-0.75217,-0.01197,0.05424,0.10450,1.01873,-0.02986,
1564088692164890880,-0.12074,2.27727,-0.00480,0.65788,-0.75140,-0.02940,0.04150,0.12561,0.98803,-0.04961,
1564088692205959168,-0.11783,2.31991,-0.00794,0.65878,-0.75098,-0.02547,0.03726,0.12415,1.00202,-0.07516,
1564088692301977600,-0.11551,2.42729,-0.01700,0.66087,-0.74980,-0.02077,0.02489,0.11059,1.07611,-0.10373,
1564088692398112768,-0.10552,2.53192,-0.02386,0.66263,-0.74877,-0.01333,0.00952,0.11025,1.08696,-0.03253,
1564088692488756736,-0.09752,2.62513,-0.01999,0.66054,-0.75052,-0.01724,-0.00999,0.11145,1.07114,0.10424,
1564088692590529792,-0.08904,2.73814,-0.01185,0.65608,-0.75414,-0.00249,-0.02878,0.15302,1.04608,0.04973,
1564088692700405248,-0.07119,2.84675,-0.00669,0.65277,-0.75592,0.01868,-0.04609,0.16242,0.95804,0.01708,
1564088692756080896,-0.06455,2.89989,-0.00694,0.65255,-0.75529,0.02804,-0.05412,0.17770,0.94530,-0.04657,
1564088692902155520,-0.03946,3.03821,-0.02303,0.65494,-0.75163,0.03270,-0.07093,0.14096,1.01469,-0.11337,
1564088692954521088,-0.03020,3.08525,-0.02859,0.65679,-0.74975,0.03070,-0.07459,0.16590,1.02248,-0.08388,
1564088693055735296,-0.01567,3.20169,-0.03314,0.65887,-0.74764,0.04279,-0.07134,0.11939,1.09625,-0.01809,
1564088693155764224,-0.00762,3.31259,-0.03031,0.65758,-0.74985,0.03261,-0.06526,0.05596,1.07446,0.04730,
1564088693255382784,-0.00171,3.41066,-0.02767,0.65474,-0.75365,0.01415,-0.05585,0.01258,1.00492,0.04303,
1564088693357965824,-0.00321,3.51836,-0.02641,0.65496,-0.75449,0.01317,-0.04009,-0.01248,1.01075,-0.03863,
1564088693455955968,-0.00857,3.61921,-0.03492,0.65883,-0.75179,-0.00011,-0.02760,-0.07992,1.05348,-0.13941,
1564088693509273088,-0.01364,3.67513,-0.04207,0.66115,-0.74987,-0.00967,-0.02189,-0.09216,1.07468,-0.12614,
1564088693610638848,-0.03004,3.76979,-0.04804,0.66482,-0.74654,-0.02427,-0.01019,-0.15766,1.00529,-0.00831,
1564088693722907904,-0.04641,3.88576,-0.03993,0.66273,-0.74767,-0.04200,0.00320,-0.13662,1.03987,0.12329,
1564088693824069888,-0.05903,3.97660,-0.03188,0.66253,-0.74794,-0.03465,0.02087,-0.06576,0.94787,0.04307,
1564088693922745600,-0.06003,4.08452,-0.03001,0.65993,-0.74899,-0.05186,0.02847,-0.01991,0.96848,0.01521,
1564088694024777216,-0.05570,4.19327,-0.03716,0.66046,-0.74913,-0.03748,0.03457,0.06258,1.06340,-0.12239,
1564088694083034112,-0.05570,4.25190,-0.04564,0.66296,-0.74722,-0.03108,0.03431,0.08596,1.09803,-0.12925,
1564088694171558144,-0.04380,4.36038,-0.05193,0.66489,-0.74610,-0.01203,0.03340,0.20010,1.20729,0.00226,
1564088694267379456,-0.02640,4.47075,-0.05001,0.66342,-0.74779,-0.00206,0.02616,0.15886,1.14069,0.04967,
1564088694397015296,-0.00291,4.61686,-0.04598,0.66145,-0.74992,-0.00791,0.00641,0.18775,1.01344,0.00842,
1564088694491019264,0.01176,4.71239,-0.04474,0.65971,-0.75109,-0.02237,-0.01228,0.17936,0.98834,-0.01561,
1564088694587774976,0.03129,4.80687,-0.05188,0.66085,-0.74994,-0.00897,-0.02791,0.18121,0.99714,-0.12218,
1564088694691261952,0.04626,4.91350,-0.06756,0.66424,-0.74591,-0.00332,-0.04887,0.14694,1.03918,-0.17093,
1564088694784026112,0.05775,5.01193,-0.07471,0.66362,-0.74502,-0.00125,-0.06750,0.13218,1.06137,0.02109,
1564088694890847232,0.07098,5.13014,-0.06304,0.65755,-0.74853,0.01022,-0.08498,0.08504,1.13242,0.14625,
1564088694935243520,0.07414,5.17643,-0.05704,0.65524,-0.74979,0.02485,-0.08864,0.11969,1.09461,0.11793,
1564088695031886336,0.08585,5.28278,-0.04716,0.65120,-0.75139,0.05370,-0.09202,0.07883,1.01332,0.06040,
1564088695132378624,0.09116,5.37351,-0.04620,0.65176,-0.74913,0.07718,-0.08972,0.05868,0.96152,-0.05271,
1564088695226858752,0.09897,5.47642,-0.05635,0.65626,-0.74471,0.08745,-0.08421,0.04614,1.03500,-0.17178,
1564088695324629760,0.10284,5.58046,-0.07012,0.66109,-0.74331,0.06156,-0.08154,0.02617,1.09597,-0.08994,
1564088695423240448,0.10427,5.68628,-0.07194,0.66253,-0.74362,0.05525,-0.07093,-0.03557,1.07669,0.05465,
1564088695505343232,0.10119,5.77727,-0.06762,0.66148,-0.74643,0.03778,-0.06210,-0.04869,1.04071,0.04456,
1564088695606496512,0.09325,5.87360,-0.06398,0.65908,-0.75025,0.00324,-0.05218,-0.08230,0.96278,0.05427,
1564088695703980032,0.08094,5.95522,-0.06299,0.65945,-0.75090,-0.00053,-0.03568,-0.12669,0.92535,-0.02572,
1564088695804809216,0.07083,6.07438,-0.07112,0.66222,-0.74909,-0.00057,-0.01839,-0.15687,1.03859,-0.08728,
1564088695901319936,0.05326,6.17245,-0.07919,0.66568,-0.74618,-0.00870,-0.00380,-0.20059,1.03624,-0.05754,
1564088696003782144,0.03216,6.27827,-0.08061,0.66466,-0.74654,-0.02886,0.00849,-0.19249,1.04392,0.06316,
1564088696104492288,0.01364,6.38500,-0.07052,0.66130,-0.74914,-0.02849,0.02556,-0.15724,1.04114,0.08985,
1564088696198431232,0.00089,6.47707,-0.06302,0.65717,-0.75214,-0.02759,0.04057,-0.13843,0.94898,0.07310,
1564088696296986624,-0.00920,6.56923,-0.06265,0.65572,-0.75254,-0.02823,0.05395,-0.07399,0.94094,-0.08260,
1564088696394354176,-0.01597,6.66309,-0.07444,0.65810,-0.74943,-0.03527,0.06337,-0.05221,1.00720,-0.14336,
1564088696500565248,-0.01622,6.77714,-0.08622,0.66063,-0.74621,-0.04349,0.06958,0.01690,1.12097,-0.03437,
1564088696590747136,-0.01171,6.88053,-0.08625,0.65918,-0.74717,-0.04556,0.07172,0.04735,1.10446,0.03373,
1564088696673780736,-0.00767,6.97119,-0.08009,0.65844,-0.74758,-0.05556,0.06701,0.06417,1.06035,0.06293,
1564088696766140160,-0.00039,7.06307,-0.07764,0.65580,-0.75072,-0.05364,0.05892,0.06958,0.98099,0.02452,
1564088696857777408,0.00563,7.15358,-0.07698,0.65729,-0.75045,-0.04822,0.04963,0.11068,0.97312,-0.05694,
1564088696958364416,0.01380,7.25612,-0.08177,0.66021,-0.74923,-0.03718,0.03740,0.08782,1.01146,-0.06065,
1564088697061897216,0.01953,7.36329,-0.09020,0.66374,-0.74729,-0.02295,0.02211,0.04822,1.05178,-0.07401,
1564088697150667776,0.02439,7.45984,-0.09073,0.66413,-0.74703,-0.02960,0.00361,0.08412,1.04426,0.04771,
1564088697240798464,0.03325,7.56058,-0.08417,0.66197,-0.74914,-0.02144,-0.01117,0.11304,1.07144,0.05736,
1564088697337396992,0.04631,7.65903,-0.07949,0.65909,-0.75161,-0.00463,-0.02571,0.11063,0.98644,0.02187,
1564088697438345216,0.06101,7.75697,-0.08331,0.65881,-0.75116,0.00686,-0.04094,0.16802,0.97704,-0.10517,
1564088697539911680,0.07606,7.85920,-0.09656,0.66210,-0.74728,0.02108,-0.05244,0.15811,1.07440,-0.14246,
1564088697642608128,0.09548,7.97298,-0.10687,0.66447,-0.74430,0.02749,-0.06117,0.20884,1.14643,-0.02291,
1564088697740864768,0.11413,8.08642,-0.10072,0.66187,-0.74623,0.03492,-0.06206,0.15821,1.14753,0.14488,
1564088697791226880,0.12177,8.14237,-0.09426,0.65998,-0.74788,0.03550,-0.06201,0.13346,1.13379,0.10486,
1564088697891876608,0.12998,8.24934,-0.08603,0.65574,-0.75217,0.02348,-0.06073,0.03873,1.03148,0.04315,
1564088697991235072,0.13104,8.35041,-0.08804,0.65619,-0.75245,0.01945,-0.05345,-0.00601,1.01251,-0.06644,
1564088698092592128,0.12658,8.45587,-0.09937,0.66036,-0.74953,0.01633,-0.04315,-0.08852,1.06153,-0.13927,
1564088698192151296,0.11543,8.57044,-0.11277,0.66287,-0.74790,0.00129,-0.03531,-0.15059,1.10705,-0.05678,
1564088698293387776,0.10025,8.68684,-0.10985,0.66008,-0.75072,-0.01047,-0.02460,-0.20877,1.11762,0.13751,
1564088698396507136,0.08398,8.81774,-0.10026,0.65612,-0.75461,0.00146,-0.00789,-0.14001,1.12959,0.04374,
1564088698499282432,0.06796,8.93839,-0.10187,0.65375,-0.75641,-0.02072,0.00406,-0.15679,1.06806,-0.05428,
1564088698558875392,0.06233,9.01015,-0.10785,0.65328,-0.75667,-0.02276,0.01279,-0.09533,1.09106,-0.11861,
1564088698651203328,0.05443,9.10963,-0.12169,0.65626,-0.75346,-0.02776,0.02908,-0.06056,1.13699,-0.16910,
1564088698762189312,0.05139,9.24563,-0.13378,0.65774,-0.75046,-0.04616,0.04541,0.00487,1.25811,-0.02092,
1564088698849547264,0.05184,9.35374,-0.13028,0.65479,-0.75223,-0.04363,0.05916,-0.01480,1.24320,0.10454,
1564088698934850816,0.05048,9.45636,-0.12171,0.65247,-0.75321,-0.04931,0.06730,0.02837,1.16659,0.04747,
1564088699027786240,0.05324,9.56752,-0.12055,0.65043,-0.75349,-0.06646,0.06902,0.02168,1.10899,-0.02432,
1564088699126707200,0.05736,9.67255,-0.12644,0.65204,-0.75176,-0.06966,0.06968,0.05850,1.10783,-0.09190,
1564088699293425408,0.06840,9.87455,-0.14738,0.65688,-0.74909,-0.06406,0.05725,0.05582,1.22066,-0.10913,
1564088699342182144,0.07127,9.93456,-0.15061,0.65809,-0.74816,-0.06891,0.04926,0.07002,1.23853,-0.03011,
1564088699429488640,0.07622,10.04481,-0.14612,0.65770,-0.75018,-0.05867,0.03482,0.09117,1.21662,0.07054,
1564088699508902656,0.08707,10.14009,-0.14169,0.65587,-0.75361,-0.03687,0.02324,0.18043,1.13847,0.05757,
1564088699606830336,0.10235,10.26917,-0.13729,0.65470,-0.75561,-0.01891,0.00804,0.18201,1.12679,-0.01141,
1564088699700531712,0.12012,10.38266,-0.14228,0.65567,-0.75500,0.00782,-0.00454,0.21602,1.16233,-0.09796,
1564088699803807488,0.14101,10.50979,-0.15449,0.65916,-0.75155,0.01347,-0.02244,0.21263,1.24091,-0.11918,
1564088699904656640,0.16543,10.63393,-0.16303,0.66062,-0.74954,0.02079,-0.03662,0.25672,1.27142,-0.04151,
1564088700021852160,0.19058,10.77652,-0.15613,0.65642,-0.75249,0.01419,-0.05172,0.20128,1.21172,0.09543,
1564088700095330816,0.20492,10.86473,-0.15245,0.65275,-0.75505,0.02574,-0.05619,0.15797,1.16506,0.02290,
1564088700193152768,0.21549,10.97870,-0.15193,0.65083,-0.75638,0.01187,-0.06456,0.09716,1.14165,-0.04652,
1564088700294261504,0.22298,11.09765,-0.16182,0.65352,-0.75391,0.01290,-0.06607,0.03287,1.18764,-0.14587,
1564088700429804032,0.21974,11.26006,-0.18372,0.65885,-0.74927,-0.00243,-0.06717,-0.07170,1.23630,-0.11130,
1564088700482433024,0.21617,11.32414,-0.18641,0.65971,-0.74860,-0.00545,-0.06599,-0.07082,1.21742,0.01721,
1564088700573186816,0.20329,11.42120,-0.17949,0.65848,-0.75014,-0.00832,-0.06016,-0.13268,1.20268,0.09647,
1564088700676262656,0.19264,11.53948,-0.17347,0.65711,-0.75212,-0.00362,-0.05010,-0.06808,1.14082,0.03278,
1564088700771194624,0.18434,11.63989,-0.17314,0.65755,-0.75233,-0.00874,-0.03933,-0.04590,1.08880,-0.05774,
1564088700877396992,0.17830,11.76033,-0.18344,0.66079,-0.75012,-0.00711,-0.02503,-0.06115,1.13265,-0.13611,
1564088700971428352,0.17436,11.87065,-0.19391,0.66390,-0.74763,-0.01085,-0.01266,-0.03172,1.20749,-0.06301,
